Financial Year,Bag Number,Status Description,Blood Group,RH,Blood Classification,Stock Creation Date,Stock Issue Date,Expiry Date
2017-2018,10028PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10029,Issued,B,POSITIVE,WHOLE BLOOD,23-11-2017,03-12-2017,27-12-2017
2017-2018,10031PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10031PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10031PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10031PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10032PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10033PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10035PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10035PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10035PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10037PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10037PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10037PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10037PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10038PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10039PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10043PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10044PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10044PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10045PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10045PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10046PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10046PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10047PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10047PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10049PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10049PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10050PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10051PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10052PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10052PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10054PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10057PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10057PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10058PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10059PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10060PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10062PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10063PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10065PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10066PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10068PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10068PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10069PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10069PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10070PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10070PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10070PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10070PT,Issued,B,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10071PT,Issued,B,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10071PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10072PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10072PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10072PT,Issued,B,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10074PT,Issued,A,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10075PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10075PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10076PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10079PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10079PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10079PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10079PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10080PR,Issued,AB,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10082PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10083PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10083PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10083PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10084PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10085PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10087PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10092PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10092PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10095PR,Issued,B,NEGATIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10096PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10097PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10097PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10098PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10098PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10098PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10102PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10102PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10102PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10105PR,Issued,B,NEGATIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10107PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10107PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10109PR,Issued,B,NEGATIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10109PR,Issued,B,NEGATIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10110,Issued,O,POSITIVE,WHOLE BLOOD,24-11-2017,04-12-2017,28-12-2017
2017-2018,10111PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10111PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10112PR,Issued,B,NEGATIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10113PR,Issued,AB,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10114PR,Issued,AB,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10114PR,Issued,AB,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10116PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10116PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10116PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10117PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10118PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10118PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10120PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10120PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10120PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10121PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10121PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10123PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10123PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10123PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10124PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10124PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10124PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10125PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10125PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10125PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10125PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10126PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10126PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10127PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10127PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10127PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10128PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10128PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10128PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10129PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10129PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10129PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10130PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10131PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10131PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10133PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10133PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10134PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10134PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10135PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10135PT,Issued,B,POSITIVE,PLATELETS,25-11-2017,25-11-2017,01-12-2017
2017-2018,10136PT,Issued,A,POSITIVE,PLATELETS,25-11-2017,25-11-2017,01-12-2017
2017-2018,10138PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10139PR,Issued,A,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,04-01-2018
2017-2018,10142,Issued,B,POSITIVE,WHOLE BLOOD,25-11-2017,05-12-2017,29-12-2017
2017-2018,10142,Issued,B,POSITIVE,WHOLE BLOOD,25-11-2017,05-12-2017,29-12-2017
2017-2018,10145PR,Issued,O,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10146PR,Issued,AB,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10147PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10147PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10148PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10150PT,Issued,B,POSITIVE,PLATELETS,25-11-2017,25-11-2017,01-12-2017
2017-2018,10150PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10152PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10153PT,Issued,B,POSITIVE,PLATELETS,25-11-2017,25-11-2017,01-12-2017
2017-2018,10153PR,Issued,B,POSITIVE,PACKED RED CELLS,25-11-2017,02-12-2017,05-01-2018
2017-2018,10159PR,Issued,B,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10160PR,Issued,B,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10161PR,Issued,B,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10162PR,Issued,B,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10164PT,Issued,O,POSITIVE,PLATELETS,26-11-2017,26-11-2017,02-12-2017
2017-2018,10164PR,Issued,O,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10165PR,Issued,A,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10166PT,Issued,O,POSITIVE,PLATELETS,26-11-2017,26-11-2017,02-12-2017
2017-2018,10167PR,Issued,B,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10168PR,Issued,B,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10169PR,Issued,A,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10170PR,Issued,A,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10173PR,Issued,O,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10173PT,Issued,O,POSITIVE,PLATELETS,26-11-2017,26-11-2017,02-12-2017
2017-2018,10174PR,Issued,B,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10176PR,Issued,A,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10179PR,Issued,A,POSITIVE,PACKED RED CELLS,26-11-2017,03-12-2017,06-01-2018
2017-2018,10186PT,Issued,A,POSITIVE,PLATELETS,27-11-2017,27-11-2017,03-12-2017
2017-2018,10187PR,Issued,AB,POSITIVE,PACKED RED CELLS,27-11-2017,04-12-2017,07-01-2018
2017-2018,10187PR,Issued,AB,POSITIVE,PACKED RED CELLS,27-11-2017,04-12-2017,07-01-2018
2017-2018,10187PR,Issued,AB,POSITIVE,PACKED RED CELLS,27-11-2017,04-12-2017,07-01-2018
2017-2018,10193PR,Issued,B,NEGATIVE,PACKED RED CELLS,27-11-2017,04-12-2017,07-01-2018
2017-2018,10193PR,Issued,B,NEGATIVE,PACKED RED CELLS,27-11-2017,04-12-2017,07-01-2018
2017-2018,10194PT,Issued,B,POSITIVE,PLATELETS,30-11-2017,30-11-2017,05-12-2017
2017-2018,10197PR,Issued,O,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10197PT,Issued,O,POSITIVE,PLATELETS,28-11-2017,28-11-2017,04-12-2017
2017-2018,10200PR,Issued,O,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10201PR,Issued,O,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10202PR,Issued,B,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10202PT,Issued,B,POSITIVE,PLATELETS,30-11-2017,30-11-2017,05-12-2017
2017-2018,10205PR,Issued,AB,POSITIVE,PACKED RED CELLS,01-12-2017,08-12-2017,08-01-2018
2017-2018,10209PR,Issued,O,NEGATIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10210PT,Issued,O,POSITIVE,PLATELETS,28-11-2017,28-11-2017,04-12-2017
2017-2018,10210PR,Issued,O,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10212PR,Issued,AB,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10213PR,Issued,O,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10214PR,Issued,AB,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10214PR,Issued,AB,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10215PR,Issued,O,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10216PR,Issued,B,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10217PT,Issued,B,POSITIVE,PLATELETS,28-11-2017,28-11-2017,04-12-2017
2017-2018,10218PR,Issued,B,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10219PT,Issued,B,POSITIVE,PLATELETS,28-11-2017,28-11-2017,04-12-2017
2017-2018,10221PR,Issued,A,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10226,Issued,A,POSITIVE,WHOLE BLOOD,28-11-2017,08-12-2017,01-01-2018
2017-2018,10231PR,Issued,A,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10232PR,Issued,B,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10234PR,Issued,A,POSITIVE,PACKED RED CELLS,28-11-2017,05-12-2017,08-01-2018
2017-2018,10236PR,Issued,A,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10237PT,Issued,B,NEGATIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10237PR,Issued,B,NEGATIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10237PR,Issued,B,NEGATIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10238PR,Issued,A,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10240PT,Issued,AB,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10241PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10242PT,Issued,B,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10242PR,Issued,B,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10243PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10244PR,Issued,A,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10246PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10247PR,Issued,B,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10247PT,Issued,B,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10250PT,Issued,B,POSITIVE,PLATELETS,04-12-2017,04-12-2017,05-12-2017
2017-2018,10251PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10254PR,Issued,B,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10256PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10257PT,Issued,B,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10258PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10258PT,Issued,O,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10259PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10259PT,Issued,O,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10260PT,Issued,B,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10261PT,Issued,O,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10262PR,Issued,A,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10264PR,Issued,B,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10264PR,Issued,B,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10264PR,Issued,B,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10265PR,Issued,A,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10266PR,Issued,A,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10266PT,Issued,A,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10268PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10270PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10274PR,Issued,AB,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10274PT,Issued,AB,POSITIVE,PLATELETS,29-11-2017,29-11-2017,05-12-2017
2017-2018,10277PR,Issued,O,POSITIVE,PACKED RED CELLS,29-11-2017,06-12-2017,09-01-2018
2017-2018,10278PR,Issued,O,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10278PT,Issued,O,POSITIVE,PLATELETS,30-11-2017,30-11-2017,05-12-2017
2017-2018,10282PR,Issued,B,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10283PT,Issued,B,POSITIVE,PLATELETS,30-11-2017,30-11-2017,05-12-2017
2017-2018,10284PR,Issued,AB,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10284PT,Issued,AB,POSITIVE,PLATELETS,30-11-2017,30-11-2017,05-12-2017
2017-2018,10285PR,Issued,O,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10286PR,Issued,O,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10287PR,Issued,O,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10287PT,Issued,O,POSITIVE,PLATELETS,30-11-2017,30-11-2017,05-12-2017
2017-2018,10289PR,Issued,O,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10290PR,Issued,B,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10292PR,Issued,B,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10292PR,Issued,B,POSITIVE,PACKED RED CELLS,30-11-2017,07-12-2017,09-01-2018
2017-2018,10292PT,Issued,B,POSITIVE,PLATELETS,04-12-2017,04-12-2017,05-12-2017
